id_venda;id_cliente;tipo;data_venda;valor_unitario;valor_subtotal;valor_total;valor_nota;valor_desconto;descricao_desconto;status;cancelado;processada;nome_colaborador;descricao;id_nota_venda
60763299;7088346;ATENDIMENTO;20251101;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
56219834;7088346;ATENDIMENTO;20250827;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
57794737;7099034;ATENDIMENTO;20250919;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
61649504;7113799;ATENDIMENTO;20251113;81.00;81.00;81.00;81.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Buço Queixo;
57609305;7113799;ATENDIMENTO;20250919;65.00;65.00;65.00;65.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Buço;
52800997;7113799;ATENDIMENTO;20250716;81.00;81.00;81.00;81.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Buço Queixo;
50849887;7113799;ATENDIMENTO;20250606;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Buço Queixo;
61619276;7148583;ATENDIMENTO;20251113;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
61618404;7148583;ATENDIMENTO;20251113;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
61618359;7148583;ATENDIMENTO;20251113;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
59683746;7148583;ATENDIMENTO;20251017;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
59682935;7148583;ATENDIMENTO;20251017;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
56339385;7148583;ATENDIMENTO;20250830;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
56339287;7148583;ATENDIMENTO;20250830;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
56339256;7148583;ATENDIMENTO;20250830;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
55168395;7148583;ATENDIMENTO;20250809;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
55099507;7148583;ATENDIMENTO;20250809;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
55099497;7148583;ATENDIMENTO;20250809;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
51970904;7148583;ATENDIMENTO;20250628;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
51970814;7148583;ATENDIMENTO;20250628;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
51970418;7148583;ATENDIMENTO;20250628;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
50457441;7148583;ATENDIMENTO;20250531;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
50457431;7148583;ATENDIMENTO;20250531;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
52631325;7171232;ATENDIMENTO;20250702;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
60715850;7176501;ATENDIMENTO;20251114;96.00;96.00;96.00;96.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Coloração/Henna Buço Queixo;
59842553;7176501;ATENDIMENTO;20251031;112.00;112.00;112.00;112.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Henna/Coloração Buço Queixo Pescoço;
58187259;7176501;ATENDIMENTO;20251018;112.00;112.00;112.00;112.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Henna/Coloração Buço Queixo Pescoço;
58591390;7176501;ATENDIMENTO;20251003;96.00;96.00;96.00;96.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Coloração/Henna Buço Queixo;
57393580;7176501;ATENDIMENTO;20250925;220.00;220.00;220.00;220.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Brow Lamination Rosto Completo;
56516219;7176501;ATENDIMENTO;20250912;96.00;96.00;96.00;96.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Coloração/Henna Buço Queixo;
56279416;7176501;ATENDIMENTO;20250830;112.00;112.00;112.00;112.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Henna/Coloração Buço Queixo Pescoço;
53938512;7176501;ATENDIMENTO;20250806;112.00;112.00;112.00;112.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Henna/Coloração Buço Queixo Pescoço;
53916413;7176501;ATENDIMENTO;20250726;145.00;145.00;145.00;145.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Coloração/Henna Rosto Todo;
52678133;7176501;ATENDIMENTO;20250711;198.00;198.00;198.00;198.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Brow Lamination Buço Queixo Lateral;
51547099;7176501;ATENDIMENTO;20250628;155.00;155.00;155.00;155.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Combo 1;
50576481;7176501;ATENDIMENTO;20250613;207.00;207.00;207.00;207.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Combo 3;
61738542;7213933;ATENDIMENTO;20251118;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
58145700;7213933;ATENDIMENTO;20250926;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
55900565;7213933;ATENDIMENTO;20250822;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
52163665;7213933;ATENDIMENTO;20250626;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
57332953;7222680;ATENDIMENTO;20251008;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
56779327;7222680;ATENDIMENTO;20250911;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
50773877;7222680;ATENDIMENTO;20250611;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
55919040;7224325;ATENDIMENTO;20250821;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
51410275;7224325;ATENDIMENTO;20250611;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
60470112;7234939;ATENDIMENTO;20251029;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
55830217;7234939;ATENDIMENTO;20250820;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
60790238;7244086;ATENDIMENTO;20251105;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
59992687;7245499;ATENDIMENTO;20251025;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
56281445;7245499;ATENDIMENTO;20250829;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
52797750;7245499;ATENDIMENTO;20250711;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
59295845;7256364;ATENDIMENTO;20251016;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
53214576;7256364;ATENDIMENTO;20250710;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
61761359;7258291;ATENDIMENTO;20251114;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
56427394;7258291;ATENDIMENTO;20250903;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
52629758;7258291;ATENDIMENTO;20250702;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
59860946;7262832;ATENDIMENTO;20251020;450.00;450.00;450.00;450.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Micropgmentação;
51385355;7262832;ATENDIMENTO;20250611;110.00;110.00;110.00;110.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Combo 1;
60763440;7272126;ATENDIMENTO;20251101;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
58592435;7272126;ATENDIMENTO;20251002;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
56686626;7272126;ATENDIMENTO;20250904;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
53063762;7272126;ATENDIMENTO;20250711;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
53063748;7272126;ATENDIMENTO;20250711;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
50883819;7272126;ATENDIMENTO;20250604;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
60175194;7317373;ATENDIMENTO;20251101;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
57073276;7317373;ATENDIMENTO;20250910;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
55467653;7317373;ATENDIMENTO;20250815;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
51979656;7317373;ATENDIMENTO;20250628;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
58883252;7324057;ATENDIMENTO;20251011;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
52390102;7324057;ATENDIMENTO;20250628;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
51130729;7324715;ATENDIMENTO;20250606;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
59681458;7332693;ATENDIMENTO;20251016;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
54845320;7332693;ATENDIMENTO;20250806;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
50843952;7332693;ATENDIMENTO;20250605;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
53945121;7342387;ATENDIMENTO;20250723;80.00;80.00;80.00;80.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Coloração/Henna Buço;
58214182;7360460;ATENDIMENTO;20251002;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
53637262;7371571;ATENDIMENTO;20250718;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
59836860;7384301;ATENDIMENTO;20251018;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
56257190;7384301;ATENDIMENTO;20250829;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
55156732;7384301;ATENDIMENTO;20250809;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
53735084;7384301;ATENDIMENTO;20250718;81.00;81.00;81.00;81.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Buço Queixo;
52246963;7384301;ATENDIMENTO;20250628;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
50369932;7384301;ATENDIMENTO;20250606;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
53911670;7387291;ATENDIMENTO;20250724;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
53456967;7387291;ATENDIMENTO;20250717;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
60701402;7387813;ATENDIMENTO;20251031;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
57291012;7387813;ATENDIMENTO;20251008;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
58006743;7387813;ATENDIMENTO;20250923;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
55918120;7387813;ATENDIMENTO;20250821;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
52614016;7387813;ATENDIMENTO;20250703;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
50423031;7387813;ATENDIMENTO;20250604;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
61091724;7392046;ATENDIMENTO;20251106;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
61091688;7392046;ATENDIMENTO;20251106;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
56280331;7392046;ATENDIMENTO;20250829;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
51938478;7392046;ATENDIMENTO;20250624;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
57154251;7507821;ATENDIMENTO;20250911;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
61111977;7511434;ATENDIMENTO;20251106;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
56631319;7511434;ATENDIMENTO;20250903;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
60489188;7523151;ATENDIMENTO;20251101;135.00;135.00;135.00;135.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Brow Lamination;
55335078;7523151;ATENDIMENTO;20250821;135.00;135.00;135.00;135.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Brow Lamination;
55335013;7553328;ATENDIMENTO;20250815;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
56205229;7560951;ATENDIMENTO;20250827;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
61514533;7610970;ATENDIMENTO;20251112;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
56516685;7610970;ATENDIMENTO;20250903;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
51641228;7610970;ATENDIMENTO;20250617;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
53943157;7617514;ATENDIMENTO;20250830;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
59688736;7620743;ATENDIMENTO;20251024;135.00;135.00;135.00;135.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Brow Lamination;
57289511;7639166;ATENDIMENTO;20250919;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
56790549;7726159;ATENDIMENTO;20250910;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
53072240;7739166;ATENDIMENTO;20250726;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
52801077;7739166;ATENDIMENTO;20250708;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
50501384;7739166;ATENDIMENTO;20250618;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
58287064;7756222;ATENDIMENTO;20251007;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
56516335;7756222;ATENDIMENTO;20250909;0.00;0.00;0.00;0.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
54173245;7756222;ATENDIMENTO;20250726;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
51756919;7756222;ATENDIMENTO;20250620;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
61760706;7759457;ATENDIMENTO;20251115;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
57242648;7759457;ATENDIMENTO;20250913;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
53557547;7759457;ATENDIMENTO;20250719;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
50847275;7759457;ATENDIMENTO;20250604;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
59865164;7783205;ATENDIMENTO;20251021;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
56219607;7783205;ATENDIMENTO;20250827;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
52667577;7783205;ATENDIMENTO;20250704;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
52265643;7789167;ATENDIMENTO;20250627;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
58497283;7815530;ATENDIMENTO;20251004;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
51784199;7815530;ATENDIMENTO;20250627;110.00;110.00;110.00;110.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Combo 1;
59731415;7945126;ATENDIMENTO;20251021;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
54841354;7945126;ATENDIMENTO;20250809;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
50453670;7945126;ATENDIMENTO;20250603;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
50453648;7945126;ATENDIMENTO;20250603;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
59222669;7949403;ATENDIMENTO;20251104;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
51560910;8015609;ATENDIMENTO;20250613;90.00;90.00;90.00;90.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Brow Lamination;
53206476;8048314;ATENDIMENTO;20250710;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
53063437;8080664;ATENDIMENTO;20250709;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
56518027;8083018;ATENDIMENTO;20250903;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
61199103;8242468;ATENDIMENTO;20251108;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
60970570;8242468;ATENDIMENTO;20251106;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
59289454;8242468;ATENDIMENTO;20251011;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
59289438;8242468;ATENDIMENTO;20251011;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
57763582;8242468;ATENDIMENTO;20250918;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
57699292;8242468;ATENDIMENTO;20250918;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
56489641;8242468;ATENDIMENTO;20250830;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
56489627;8242468;ATENDIMENTO;20250830;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
55333278;8242468;ATENDIMENTO;20250814;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
55333258;8242468;ATENDIMENTO;20250814;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
54057752;8242468;ATENDIMENTO;20250725;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
53641772;8242468;ATENDIMENTO;20250718;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
53332313;8242468;ATENDIMENTO;20250712;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
51904775;8242468;ATENDIMENTO;20250620;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
51904753;8242468;ATENDIMENTO;20250620;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
50845270;8242468;ATENDIMENTO;20250603;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
50845240;8242468;ATENDIMENTO;20250603;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
52801463;8246244;ATENDIMENTO;20250704;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
56674446;8261930;ATENDIMENTO;20250910;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
51358715;8261930;ATENDIMENTO;20250611;35.00;35.00;35.00;35.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
60977929;8262360;ATENDIMENTO;20251104;96.00;96.00;96.00;96.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Coloração/Henna Buço Queixo;
60977799;8262360;ATENDIMENTO;20251104;81.00;81.00;81.00;81.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Buço Queixo;
56780713;8262360;ATENDIMENTO;20250912;80.00;80.00;80.00;80.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Coloração/Henna Buço;
56780301;8262360;ATENDIMENTO;20250912;81.00;81.00;81.00;81.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Buço Queixo;
53694034;8262360;ATENDIMENTO;20250722;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
53693978;8262360;ATENDIMENTO;20250722;81.00;81.00;81.00;81.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Buço Queixo;
52109850;8262360;ATENDIMENTO;20250624;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Com Coloração/Henna Buço;
52109838;8262360;ATENDIMENTO;20250624;70.00;70.00;70.00;70.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Buço Queixo;
59782730;8281310;ATENDIMENTO;20251112;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
59781102;8288898;ATENDIMENTO;20251021;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
54662288;8288898;ATENDIMENTO;20250805;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
59843559;8526013;ATENDIMENTO;20251018;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
59348277;8526013;ATENDIMENTO;20251018;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
57879225;8526013;ATENDIMENTO;20250920;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
53943612;8526013;ATENDIMENTO;20250722;45.00;45.00;45.00;45.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado;
53943602;8526013;ATENDIMENTO;20250722;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Coloração;
57356175;8675733;ATENDIMENTO;20250908;0.00;0.00;0.00;0.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
54505603;8675733;ATENDIMENTO;20250731;60.00;60.00;60.00;60.00;;;NOTA_PENDENTE;NAO;NAO;Ana Carolina;Design Personalizado Com Henna;
